,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,income_binary,capital,continent
11765,28,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,1,0,North America
7923,53,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,80,1,0,North America
16936,80,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,0,0,North America
23832,23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
20413,39,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,0,0,North America
2867,42,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,40,0,0,North America
6896,70,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0,0,North America
344,40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,1,0,North America
26574,48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
3707,19,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,0,0,North America
963,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,-1902,North America
29278,27,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,0,0,North America
3578,20,Private,HS-grad,Never-married,Craft-repair,Other-relative,Black,Male,40,0,0,North America
20692,30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1,0,North America
12986,20,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,0,0,Latin America & Caribbean
5199,30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,0,0,North America
21915,55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,55,0,0,North America
19684,61,Private,9th,Divorced,Other-service,Not-in-family,White,Male,40,0,0,North America
6720,39,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,1,0,North America
16472,26,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,36,0,0,North America
23845,26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,1,0,North America
15410,22,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Male,22,0,0,North America
1804,32,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,38,0,0,North America
12086,20,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,North America
12350,34,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,0,North America
11427,39,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,40,0,0,North America
12374,33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0,0,North America
24909,32,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,0,North America
12610,41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,1,0,North America
7341,26,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Male,48,0,0,North America
3711,51,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,0,North America
9419,23,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,0,0,North America
13542,57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
5304,23,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,40,0,0,North America
17835,18,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,0,0,North America
12477,32,Private,Masters,Separated,Exec-managerial,Not-in-family,White,Male,55,1,-2824,North America
26644,35,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,60,1,13550,North America
6069,45,Self-emp-inc,Masters,Divorced,Sales,Unmarried,White,Female,42,1,25236,North America
24389,45,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0,0,North America
17628,49,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,0,0,North America
19575,54,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,56,1,0,Latin America & Caribbean
18833,24,Private,11th,Never-married,Transport-moving,Own-child,White,Male,39,0,0,North America
3673,64,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,50,0,0,North America
3949,21,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,25,0,0,Latin America & Caribbean
3585,28,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,40,0,0,North America
14898,18,Private,Some-college,Never-married,Other-service,Own-child,White,Male,8,0,0,North America
28938,29,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,Black,Male,40,1,14344,North America
28933,50,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,50,0,0,North America
7475,20,Private,12th,Divorced,Other-service,Not-in-family,White,Female,10,0,0,North America
9822,38,State-gov,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,38,0,0,North America
16463,39,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,40,0,0,North America
20428,43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,5178,North America
9473,59,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,38,0,-625,North America
21705,55,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Husband,White,Male,35,0,0,North America
20380,34,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,40,0,0,North America
6725,31,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1,7298,North America
664,29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,0,4650,North America
11269,25,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
10586,23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,16,0,0,North America
13424,35,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,50,0,0,North America
18839,22,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
1483,32,Private,11th,Never-married,Craft-repair,Other-relative,White,Male,40,0,0,North America
3222,55,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,38,0,0,North America
24301,46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35,0,3411,Latin America & Caribbean
3162,28,Private,10th,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,40,0,0,Latin America & Caribbean
9401,50,Self-emp-not-inc,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,60,1,0,North America
3508,24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
8879,55,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,1,15024,North America
12282,53,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,0,North America
5548,25,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,0,0,Europe & Central Asia
21784,34,Private,1st-4th,Never-married,Other-service,Other-relative,White,Female,40,0,0,Latin America & Caribbean
5584,30,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0,0,North America
20134,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1,3103,North America
28186,48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,0,North America
11550,35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,1,0,North America
4296,46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1,15024,North America
24808,40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,0,North America
27858,71,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,35,0,0,North America
17237,24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,50,0,-1408,North America
26121,32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0,0,Europe & Central Asia
11827,25,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,0,0,Europe & Central Asia
19417,35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
19805,50,Private,Masters,Divorced,Sales,Not-in-family,White,Female,45,0,-1590,North America
23607,59,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,38,1,0,North America
25415,27,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,0,0,North America
1588,24,Private,Masters,Never-married,Exec-managerial,Own-child,White,Male,90,0,6849,North America
7555,24,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,49,0,0,North America
5883,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
11325,42,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
13552,25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,0,0,North America
18026,44,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1,-2415,North America
27664,61,Local-gov,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,Latin America & Caribbean
22160,44,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
7924,38,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,44,0,5721,North America
21064,26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,0,0,North America
11305,40,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,40,0,0,North America
23435,51,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,80,1,0,North America
13021,34,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,0,0,North America
3100,38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0,0,North America
26359,33,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,59,0,0,Latin America & Caribbean
2885,47,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
2848,22,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,40,0,0,North America
24026,69,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Male,8,0,0,North America
5859,35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0,0,North America
12063,58,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,1,0,North America
18570,30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,0,0,North America
16860,51,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,0,0,North America
15494,42,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
15842,23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
278,21,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25,0,0,North America
9426,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
1450,29,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,0,0,North America
8459,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,70,0,0,North America
18871,40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,1,15024,North America
28579,46,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,48,0,0,North America
19663,60,Private,Some-college,Widowed,Sales,Unmarried,White,Female,27,0,0,North America
10125,68,Local-gov,10th,Separated,Other-service,Not-in-family,Black,Female,90,0,0,North America
23000,50,Private,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,35,1,0,North America
20524,42,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Female,40,0,0,North America
28906,36,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,0,0,North America
5564,31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,0,0,North America
25977,44,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,25,0,0,North America
1598,45,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,32,0,0,North America
11040,25,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0,3137,North America
21901,41,Federal-gov,Assoc-voc,Divorced,Adm-clerical,Own-child,Black,Female,40,0,0,North America
27057,48,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,16,0,0,Latin America & Caribbean
22632,54,State-gov,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,40,1,0,North America
13309,34,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,0,0,East Asia & Pacific
9309,35,Private,12th,Separated,Machine-op-inspct,Unmarried,White,Female,40,0,0,North America
17989,33,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,1,7688,North America
852,51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,0,North America
10406,32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,0,0,North America
5425,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,25,0,0,Europe & Central Asia
13835,53,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,0,North America
7231,45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
7305,49,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
4093,18,Private,12th,Never-married,Sales,Own-child,White,Male,24,0,0,North America
14413,47,Self-emp-not-inc,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,20,0,0,North America
14558,47,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,0,0,North America
20752,46,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,1,0,North America
16507,55,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,29,0,0,North America
25453,18,Private,11th,Never-married,Sales,Own-child,White,Female,25,0,0,North America
25084,27,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,0,0,North America
8618,20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,12,0,0,North America
13756,36,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,0,0,North America
22717,21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,30,0,0,North America
18834,26,Private,Bachelors,Never-married,Machine-op-inspct,Other-relative,White,Male,40,0,0,North America
12422,36,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,60,0,0,North America
14360,35,Private,10th,Never-married,Other-service,Unmarried,Black,Female,38,0,0,North America
3189,43,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,48,0,0,North America
15237,55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,7298,North America
23218,33,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,20,0,0,North America
17496,27,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,40,1,0,North America
14538,36,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,0,0,North America
21756,23,Private,HS-grad,Separated,Craft-repair,Own-child,White,Male,53,0,0,North America
7578,48,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,37,0,0,North America
17098,24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,0,0,North America
7277,29,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,35,0,0,North America
16951,30,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,2829,North America
196,35,Private,Some-college,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,40,0,0,North America
21127,32,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1,0,North America
18040,45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,0,0,North America
24800,18,Private,11th,Never-married,Other-service,Own-child,White,Female,20,0,0,North America
16495,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,-1902,North America
7739,21,Local-gov,12th,Never-married,Other-service,Own-child,Black,Male,20,0,0,North America
323,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
21251,20,Private,11th,Never-married,Transport-moving,Own-child,White,Male,15,0,0,North America
20874,30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
312,49,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,0,0,North America
5160,35,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,0,0,North America
10865,35,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,-1977,North America
14735,34,Private,Bachelors,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,60,1,-1564,North America
30012,41,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,0,0,North America
15421,21,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,0,0,North America
5688,21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,9,0,0,North America
17574,45,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,1,14084,North America
12152,24,State-gov,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,40,0,0,North America
10841,41,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,40,0,0,North America
22479,31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1,0,North America
11204,56,Private,1st-4th,Separated,Machine-op-inspct,Unmarried,White,Male,40,0,0,North America
25837,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
474,25,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,20,0,0,North America
6753,37,State-gov,Assoc-acdm,Divorced,Protective-serv,Not-in-family,Black,Male,38,0,0,North America
14634,44,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,0,0,North America
10422,29,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
14941,47,Private,Assoc-acdm,Divorced,Transport-moving,Not-in-family,Black,Male,40,0,0,North America
1668,22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,0,0,North America
14477,60,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,46,1,0,North America
12837,26,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0,0,North America
16987,22,Federal-gov,Some-college,Married-civ-spouse,Sales,Husband,White,Male,37,0,-1902,North America
2744,44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,48,0,0,South Asia
27921,28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
23860,49,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,1,0,North America
25353,37,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,0,0,North America
775,43,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,0,0,North America
2325,18,Local-gov,12th,Never-married,Protective-serv,Own-child,White,Male,40,0,0,North America
28975,18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,20,0,0,North America
14822,24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,0,0,North America
23157,33,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,0,0,North America
18927,68,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,20,0,6360,North America
8362,22,Private,9th,Never-married,Sales,Not-in-family,White,Male,40,0,0,North America
12384,54,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,1,0,North America
30026,26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,48,0,0,North America
19452,29,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,45,1,4386,North America
13008,71,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,20,0,0,North America
29021,24,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,40,0,3674,North America
12678,82,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,Latin America & Caribbean
22806,57,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,0,North America
10944,26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,0,0,North America
15101,38,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,0,0,North America
23643,20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,24,0,0,North America
17541,39,Private,10th,Never-married,Other-service,Unmarried,White,Female,25,0,0,Latin America & Caribbean
2929,39,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1,0,North America
24373,37,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0,3471,North America
9266,28,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,0,0,East Asia & Pacific
2201,25,Private,12th,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0,-1741,North America
3386,30,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,50,0,0,North America
23813,26,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,55,1,7298,North America
10282,39,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,60,0,0,North America
7301,28,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,48,0,0,North America
3874,38,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,Female,40,0,0,North America
6547,46,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,50,0,6497,North America
979,38,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,0,0,North America
13077,31,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,13,0,0,North America
25792,25,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,40,0,0,North America
14843,57,Private,Some-college,Separated,Sales,Not-in-family,White,Female,40,0,0,North America
20841,63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,0,North America
13298,38,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,0,0,North America
674,35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,2407,North America
6526,46,Private,10th,Never-married,Other-service,Not-in-family,White,Female,25,0,0,Latin America & Caribbean
15331,31,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1,0,North America
6206,61,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,-1672,North America
8922,37,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,0,North America
17269,29,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,0,0,North America
19562,54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,45,0,0,North America
26873,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,1,0,North America
27498,33,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,50,0,0,North America
4903,26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,35,0,0,North America
6534,53,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,Latin America & Caribbean
25059,26,Private,Some-college,Never-married,Farming-fishing,Other-relative,White,Female,65,0,0,North America
28711,30,Self-emp-not-inc,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,60,0,6849,North America
19464,23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,60,0,0,North America
26477,17,Local-gov,11th,Never-married,Craft-repair,Own-child,White,Male,35,0,0,North America
19245,33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,0,-1672,North America
22183,26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,55,0,0,North America
21078,49,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0,0,North America
9161,25,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,38,0,0,North America
3547,46,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,1,0,North America
4556,29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,0,0,North America
7986,36,Local-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
4982,39,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,1,0,North America
20241,31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,91,0,0,North America
5096,45,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
1377,19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,0,0,North America
9485,24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,43,0,0,North America
13632,31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,1,14084,North America
13238,56,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,North America
18086,30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44,0,0,North America
14032,17,Private,11th,Never-married,Other-service,Own-child,White,Male,20,0,0,North America
20353,34,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,39,0,0,North America
6187,18,Private,11th,Never-married,Other-service,Own-child,Black,Male,20,0,0,North America
18183,23,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,35,0,0,North America
5954,39,Local-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,42,0,0,North America
21460,72,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,0,2290,North America
9512,19,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,20,0,0,North America
25769,32,Self-emp-not-inc,Some-college,Divorced,Other-service,Not-in-family,White,Female,35,0,0,North America
10507,51,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,0,0,North America
99,42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0,0,North America
20971,50,Self-emp-not-inc,Prof-school,Divorced,Sales,Not-in-family,White,Male,50,1,0,North America
10656,24,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,20,0,0,North America
29813,44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
2982,23,Private,Some-college,Never-married,Sales,Own-child,Black,Female,20,0,0,North America
5114,27,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,0,0,North America
4667,35,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,0,0,North America
7545,59,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,24,1,0,North America
1426,23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
20344,31,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,0,0,North America
11135,39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,30,1,0,North America
26059,21,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,0,0,North America
7085,37,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,7688,North America
28192,51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1,0,North America
15375,45,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,0,North America
