,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,income_binary,capital,continent
29136,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,0,0,North America
20536,39,Private,Preschool,Never-married,Other-service,Not-in-family,White,Female,12,0,0,North America
17079,24,Private,HS-grad,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,35,0,0,North America
15906,54,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,1,0,East Asia & Pacific
28918,31,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,0,0,North America
11944,56,Self-emp-not-inc,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,40,1,99999,North America
6337,41,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
17611,51,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,1,0,North America
18383,23,Private,HS-grad,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,40,0,0,North America
276,38,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,80,0,0,North America
12413,46,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1,0,Europe & Central Asia
22313,28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,60,0,0,North America
19337,47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
20021,36,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,45,0,0,North America
3906,20,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,0,0,East Asia & Pacific
21162,24,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,0,0,North America
5845,36,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,44,0,0,North America
29708,21,Private,12th,Never-married,Farming-fishing,Not-in-family,White,Male,40,0,0,North America
20501,49,Self-emp-not-inc,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,25,0,0,North America
1137,42,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
19151,20,Private,10th,Never-married,Other-service,Not-in-family,White,Male,40,0,0,North America
24566,41,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0,2829,North America
18108,21,Local-gov,12th,Never-married,Handlers-cleaners,Unmarried,Black,Female,20,0,0,North America
24045,21,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,15,0,0,North America
25518,28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0,0,North America
13324,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,15024,North America
23364,42,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,60,1,0,North America
2490,42,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,1,0,North America
21826,47,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,38,0,0,North America
16165,21,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,40,0,0,East Asia & Pacific
7742,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
14482,43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0,0,North America
13127,22,Federal-gov,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,20,0,0,North America
3935,33,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,0,0,North America
15072,27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,0,0,North America
2384,45,State-gov,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,40,0,0,North America
8016,28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
7084,31,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,97,1,0,North America
16499,18,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,25,0,0,North America
1863,35,Private,Assoc-acdm,Divorced,Other-service,Own-child,White,Female,40,0,0,North America
15688,58,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0,3781,North America
19503,24,Private,1st-4th,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,5,0,0,East Asia & Pacific
20642,40,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,1,0,North America
364,46,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,40,0,0,North America
9094,24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,30,0,0,North America
19203,26,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,0,0,North America
26365,30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
26158,72,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0,0,North America
18354,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
21083,41,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Wife,White,Female,35,1,-1902,North America
3802,52,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,40,0,0,North America
15309,19,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,45,0,2176,North America
22452,29,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,45,0,0,Latin America & Caribbean
3536,45,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,50,1,-1977,North America
3825,24,Private,Bachelors,Never-married,Farming-fishing,Own-child,White,Female,40,0,0,North America
6642,63,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,0,2105,East Asia & Pacific
28070,40,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,40,0,0,North America
12991,25,State-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,0,0,North America
18330,36,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,-1887,North America
20878,56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55,0,0,North America
26379,29,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,0,0,North America
13527,39,Federal-gov,HS-grad,Never-married,Armed-Forces,Not-in-family,White,Male,50,0,0,North America
24509,54,Private,7th-8th,Widowed,Other-service,Unmarried,White,Male,30,0,0,North America
7269,22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
26675,18,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,35,0,0,North America
7929,27,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,40,0,0,North America
12982,42,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,28,0,0,North America
7166,47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,0,0,North America
12869,55,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,0,0,North America
23347,39,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,0,0,North America
5867,33,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,87,0,0,North America
4761,27,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,-1740,North America
882,42,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
13893,30,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,0,0,North America
27940,65,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,0,0,North America
557,36,Local-gov,HS-grad,Separated,Exec-managerial,Not-in-family,Black,Male,40,0,0,North America
1960,27,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,25,0,0,North America
13331,39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,15024,East Asia & Pacific
1207,32,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,1,0,North America
25552,54,State-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0,0,North America
7684,58,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,40,0,0,North America
16859,30,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0,-1617,North America
22922,24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
12021,28,Private,Assoc-voc,Married-civ-spouse,Other-service,Other-relative,White,Female,40,0,3137,North America
10485,20,Private,Some-college,Never-married,Sales,Own-child,White,Male,25,0,0,North America
19595,19,Private,Some-college,Never-married,Sales,Own-child,White,Female,38,0,0,North America
3630,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,1,0,North America
1708,47,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,1,0,North America
24842,17,Private,9th,Never-married,Machine-op-inspct,Own-child,White,Male,20,0,0,North America
1140,36,State-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,40,0,0,North America
19546,39,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,56,0,0,North America
6207,31,Private,HS-grad,Divorced,Transport-moving,Own-child,White,Male,40,0,0,North America
28104,61,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,1,7298,East Asia & Pacific
20114,35,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,50,0,0,North America
26541,39,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,42,0,0,North America
2660,29,Local-gov,Masters,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,0,0,East Asia & Pacific
25232,38,Private,HS-grad,Married-AF-spouse,Other-service,Wife,White,Female,25,0,0,North America
14852,42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0,0,North America
1307,46,Private,11th,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,43,0,0,Europe & Central Asia
18951,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,25,0,0,Latin America & Caribbean
16212,21,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
25574,24,Private,Some-college,Separated,Prof-specialty,Own-child,White,Male,54,0,0,North America
12452,56,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40,0,-1669,North America
19218,37,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,0,0,North America
6905,48,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,52,0,0,North America
11927,38,Private,Some-college,Never-married,Farming-fishing,Unmarried,White,Male,60,0,0,North America
14072,38,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,45,1,0,North America
9429,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,0,3137,Europe & Central Asia
2151,41,Private,11th,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,0,0,Latin America & Caribbean
24401,53,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,0,0,North America
20219,33,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0,0,North America
29704,49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,43,0,0,North America
22800,28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,0,0,North America
27352,19,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,0,0,North America
13283,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
25710,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,0,0,North America
5004,28,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,0,0,North America
23010,39,State-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,40,1,0,North America
15996,18,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0,0,North America
25879,43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,45,0,0,North America
1627,51,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1,3103,North America
19840,30,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
9714,35,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,1,7688,North America
21315,30,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,60,0,0,North America
358,29,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,40,0,0,North America
138,47,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,38,0,0,Latin America & Caribbean
8491,39,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,0,North America
16766,47,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,30,0,0,North America
11181,52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1,4386,North America
340,57,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,45,1,0,North America
4857,49,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0,0,North America
29099,37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,1,7688,North America
17823,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
9569,27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
13865,38,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40,0,0,North America
17330,20,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,30,0,0,North America
10582,27,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,1,0,0,North America
5498,34,Private,Bachelors,Never-married,Sales,Own-child,Black,Female,40,0,0,North America
21300,62,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,1,0,North America
8556,17,Private,12th,Never-married,Other-service,Own-child,White,Male,12,0,0,North America
10913,33,Private,Bachelors,Separated,Exec-managerial,Not-in-family,Black,Female,45,0,0,North America
1932,52,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
2352,40,Private,9th,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,0,0,Latin America & Caribbean
15848,67,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,32,0,0,North America
3236,31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,0,0,North America
12355,71,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,0,North America
9493,22,Private,HS-grad,Divorced,Sales,Own-child,White,Male,40,0,0,North America
28917,48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,0,Europe & Central Asia
3807,33,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,0,0,North America
1936,26,Private,Some-college,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,35,0,0,Latin America & Caribbean
5619,56,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
14973,39,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,50,1,0,North America
20538,48,Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,37,1,0,North America
25372,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,-1672,North America
18800,32,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,40,1,0,North America
26413,29,Federal-gov,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,40,0,0,North America
6139,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,0,0,North America
785,34,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,0,0,North America
23173,39,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,0,0,North America
8036,34,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
8315,58,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1,0,North America
29352,61,Federal-gov,HS-grad,Divorced,Adm-clerical,Own-child,Black,Female,20,0,0,North America
22052,51,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,40,0,0,North America
18556,32,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
2169,47,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,1,0,North America
23012,21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,0,0,North America
20393,28,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,50,0,0,North America
20724,38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,0,0,North America
17294,64,Local-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,1,0,North America
22652,46,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,0,North America
14138,49,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
18693,63,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,0,0,South Asia
11826,22,Private,1st-4th,Never-married,Craft-repair,Not-in-family,White,Male,40,0,0,Latin America & Caribbean
25833,42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0,2885,North America
16346,63,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,48,0,0,North America
6591,24,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,0,0,North America
4458,39,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,0,North America
14325,37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,1,0,North America
7597,29,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
9370,35,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,65,0,0,North America
26475,31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0,0,North America
29160,23,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1,0,North America
4652,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,1,7688,North America
22602,35,Private,11th,Divorced,Craft-repair,Not-in-family,Black,Male,40,0,0,North America
442,23,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,35,0,0,North America
19799,62,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
9591,44,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,96,0,0,North America
28231,51,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,57,0,0,North America
26430,39,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,-1887,North America
9649,23,Private,12th,Never-married,Other-service,Unmarried,Black,Male,38,0,0,North America
28959,49,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
5744,56,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0,0,North America
15747,51,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,40,0,0,North America
17438,43,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1,0,North America
15845,49,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50,1,-1977,South Asia
20083,28,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,45,1,0,Europe & Central Asia
11951,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,0,0,North America
929,54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,52,1,15024,North America
28889,22,Private,Some-college,Never-married,Sales,Own-child,White,Male,25,0,0,North America
22852,64,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,South Asia
8767,46,Private,HS-grad,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,65,0,0,North America
18213,21,Private,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,40,0,0,North America
11120,33,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Female,40,0,0,North America
14730,45,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,40,0,-2080,East Asia & Pacific
11738,48,Local-gov,Bachelors,Never-married,Adm-clerical,Unmarried,White,Female,35,0,0,North America
13790,29,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,60,0,0,North America
28785,26,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0,0,North America
21930,64,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
27227,26,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,38,0,0,North America
2011,74,Federal-gov,Some-college,Widowed,Transport-moving,Not-in-family,White,Female,18,0,0,North America
17297,36,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,42,1,3103,North America
7611,50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,35,1,-1887,North America
19657,42,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1,0,North America
16028,60,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,North America
26501,26,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,80,1,0,North America
29840,22,Local-gov,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,40,1,0,Latin America & Caribbean
18990,68,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,45,0,0,North America
21312,50,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,40,0,0,North America
6564,58,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,1,0,North America
27230,24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
16390,47,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,40,0,0,Latin America & Caribbean
11172,56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,1,0,North America
7835,29,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,40,0,0,North America
22967,32,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,40,0,3887,North America
3361,37,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,50,0,0,North America
12966,42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,52,1,0,North America
10135,51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,0,0,North America
29191,23,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,30,0,0,North America
18019,36,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,40,0,0,North America
1141,65,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,59,1,0,North America
28010,44,Private,Some-college,Separated,Craft-repair,Not-in-family,White,Male,55,0,-1876,North America
28202,29,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,7688,North America
15007,41,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,20,0,0,North America
15434,37,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1,0,North America
16743,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,1,0,North America
18454,25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
3134,52,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
21544,37,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,Europe & Central Asia
6990,40,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,50,0,0,North America
19627,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0,0,North America
27440,47,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
18626,39,Private,7th-8th,Never-married,Other-service,Own-child,White,Male,35,0,-1602,North America
17858,18,Private,HS-grad,Never-married,Priv-house-serv,Other-relative,White,Female,10,0,0,North America
1823,53,Local-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,50,0,0,North America
10081,64,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,0,0,North America
3259,39,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
10213,55,Private,Bachelors,Married-civ-spouse,Craft-repair,Other-relative,White,Male,40,0,0,North America
4020,64,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,0,North America
28372,42,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,40,1,0,North America
24950,29,Local-gov,11th,Divorced,Other-service,Unmarried,Black,Female,20,0,0,North America
3500,38,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,50,0,0,North America
2658,46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1,0,North America
22947,21,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,40,0,0,North America
17514,36,Federal-gov,Some-college,Separated,Adm-clerical,Not-in-family,Black,Male,40,0,0,North America
13749,53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,Europe & Central Asia
10516,48,Private,10th,Divorced,Machine-op-inspct,Unmarried,White,Female,32,0,-1594,North America
1819,23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,0,0,North America
7461,50,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,38,0,0,North America
5624,45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1,7688,North America
17815,28,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,54,0,0,North America
27269,47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0,0,North America
7064,57,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,1,0,North America
20702,29,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,0,0,North America
9342,29,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0,3942,North America
12336,23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,0,0,North America
4669,34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
9428,30,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
5476,45,Self-emp-not-inc,12th,Divorced,Craft-repair,Other-relative,Black,Male,35,0,0,North America
29915,29,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,0,0,North America
28277,22,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0,0,North America
15670,34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,70,1,15024,South Asia
1856,34,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,0,4865,North America
2282,44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,1,7688,North America
28156,27,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,43,0,0,North America
20392,53,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
